month,lead_minutes,task,metric,candidate,reference,windows,relative_loss_reduction_pct,low,high
2024-07,15,downward_timing,conditional_rps,target_aligned_route,joint_timing,844,3.5064424496833224,2.927556784905816,3.621226345574513
2024-07,15,downward_timing,conditional_median_mae_minutes,target_aligned_route,joint_timing,844,4.306864064602955,3.5573122529644285,4.460665044606649
2024-08,15,downward_timing,conditional_rps,target_aligned_route,joint_timing,2928,0.10797666427297958,-3.304241774181871,3.452420734622219
2024-08,15,downward_timing,conditional_median_mae_minutes,target_aligned_route,joint_timing,2928,1.538461538461544,-3.427419354838701,6.0661764705882355
2024-07,60,downward_timing,conditional_rps,target_aligned_route,joint_timing,844,4.890296776334447,3.5618671238760946,10.918817417766547
2024-07,60,downward_timing,conditional_median_mae_minutes,target_aligned_route,joint_timing,844,6.654111738857504,5.145929339477728,13.4020618556701
2024-08,60,downward_timing,conditional_rps,target_aligned_route,joint_timing,2928,0.7708192768837163,-0.7646161279866392,1.939034310125154
2024-08,60,downward_timing,conditional_median_mae_minutes,target_aligned_route,joint_timing,2928,0.4918536735321166,-2.857142857142847,2.71979759645794
2024-07,120,downward_timing,conditional_rps,target_aligned_route,joint_timing,844,2.3471456368080346,1.293408319125977,2.5644979441245663
2024-07,120,downward_timing,conditional_median_mae_minutes,target_aligned_route,joint_timing,844,4.030710172744712,3.5603715170278605,6.27306273062731
2024-08,120,downward_timing,conditional_rps,target_aligned_route,joint_timing,2928,1.1814335190749259,0.03662747485418949,1.9585625757687852
2024-08,120,downward_timing,conditional_median_mae_minutes,target_aligned_route,joint_timing,2928,0.5120481927710752,-0.12126111560226693,1.3758599124452764
2024-07,240,downward_timing,conditional_rps,target_aligned_route,joint_timing,844,1.5575219833877108,-5.495460059845536,2.808640266204776
2024-07,240,downward_timing,conditional_median_mae_minutes,target_aligned_route,joint_timing,844,0.7133592736705663,-7.14285714285714,2.0485584218512876
2024-08,240,downward_timing,conditional_rps,target_aligned_route,joint_timing,2928,-0.255148223275814,-1.0045933407104801,0.19340601825218462
2024-08,240,downward_timing,conditional_median_mae_minutes,target_aligned_route,joint_timing,2928,-0.6391632771644229,-1.4846743295019227,-0.24378352023404215
2024-07,480,downward_timing,conditional_rps,target_aligned_route,joint_timing,844,-0.8031923031081911,-1.4627573317634202,2.6271034957627615
2024-07,480,downward_timing,conditional_median_mae_minutes,target_aligned_route,joint_timing,844,0.06357279084553413,-0.9090909090909038,5.138339920948621
2024-08,480,downward_timing,conditional_rps,target_aligned_route,joint_timing,2928,1.5093150664891808,-1.7591149160825603,4.691382808011236
2024-08,480,downward_timing,conditional_median_mae_minutes,target_aligned_route,joint_timing,2928,1.8223893549320191,-2.151019493614159,5.614973262032086
2024-07,720,downward_timing,conditional_rps,target_aligned_route,joint_timing,844,-2.0885050632331703,-8.435687507606083,-0.8640929833346744
2024-07,720,downward_timing,conditional_median_mae_minutes,target_aligned_route,joint_timing,844,-2.2727272727272707,-7.407407407407418,-1.2769353551476348
2024-08,720,downward_timing,conditional_rps,target_aligned_route,joint_timing,2928,4.727383610105729,1.0099338476071917,8.613590252675774
2024-08,720,downward_timing,conditional_median_mae_minutes,target_aligned_route,joint_timing,2928,4.429451452038724,-0.06172839506173311,9.707646176911544
