package,lead_minutes,run_type,event_seed,timing_seed,seed_label,arm,task,n_trees,configured_max_depth,configured_min_leaf,measured_max_depth,measured_mean_depth,measured_min_depth,measured_total_leaves,measured_mean_leaves,measured_max_leaves,used_feature_count,occupied_train_leaves,training_rows
np025,720,robust,43,45,event43_timing45,power_weather_projection40,state,150,16,32,16,16.0,16,65620,437.46666666666664,471,40,65620,21002
np025,720,robust,43,45,event43_timing45,power_weather_projection40,downward_timing,100,16,16,16,15.95,14,33207,332.07,350,40,33207,7337
np025,720,robust,43,45,event43_timing45,power_noise40,state,150,16,32,16,15.893333333333333,14,69746,464.97333333333336,484,40,69746,21002
np025,720,robust,43,45,event43_timing45,power_noise40,downward_timing,100,16,16,16,15.99,15,32176,321.76,358,40,32176,7337
np028,15,primary,41,43,event41_timing43,power20,state,150,16,32,16,14.213333333333333,12,34777,231.84666666666666,244,20,34777,10909
np028,15,primary,41,43,event41_timing43,power20,downward_timing,100,16,16,16,15.15,12,19291,192.91,203,20,19291,4258
np028,15,primary,41,43,event41_timing43,weather_raw72,state,150,16,32,16,15.76,14,35942,239.61333333333334,255,72,35942,10909
np028,15,primary,41,43,event41_timing43,weather_raw72,downward_timing,100,16,16,16,15.94,14,19045,190.45,207,72,19045,4258
np028,15,primary,41,43,event41_timing43,joint_raw88,state,150,16,32,16,15.426666666666666,13,35089,233.92666666666668,245,88,35089,10909
np028,15,primary,41,43,event41_timing43,joint_raw88,downward_timing,100,16,16,16,15.42,13,20146,201.46,210,88,20146,4258
np028,15,primary,41,43,event41_timing43,weather_summary20,state,150,16,32,16,15.426666666666666,13,35362,235.74666666666667,248,20,35362,10909
np028,15,primary,41,43,event41_timing43,weather_summary20,downward_timing,100,16,16,16,15.86,13,18958,189.58,201,20,18958,4258
np028,15,primary,41,43,event41_timing43,weather_projection20,state,150,16,32,16,15.513333333333334,13,35372,235.81333333333333,248,20,35372,10909
np028,15,primary,41,43,event41_timing43,weather_projection20,downward_timing,100,16,16,16,15.62,13,19171,191.71,204,20,19171,4258
np028,15,primary,41,43,event41_timing43,noise20,state,150,16,32,16,14.953333333333333,12,36392,242.61333333333334,258,20,36392,10909
np028,15,primary,41,43,event41_timing43,noise20,downward_timing,100,16,16,16,15.7,12,18362,183.62,200,20,18362,4258
np028,15,primary,41,43,event41_timing43,power_weather_summary40,state,150,16,32,16,14.913333333333334,13,35045,233.63333333333333,244,40,35045,10909
np028,15,primary,41,43,event41_timing43,power_weather_summary40,downward_timing,100,16,16,16,15.28,12,19878,198.78,207,40,19878,4258
np028,15,primary,41,43,event41_timing43,power_weather_projection40,state,150,16,32,16,14.933333333333334,12,35263,235.08666666666667,246,40,35263,10909
np028,15,primary,41,43,event41_timing43,power_weather_projection40,downward_timing,100,16,16,16,15.31,13,19914,199.14,207,40,19914,4258
np028,15,primary,41,43,event41_timing43,power_noise40,state,150,16,32,16,14.346666666666666,12,36003,240.02,249,40,36003,10909
np028,15,primary,41,43,event41_timing43,power_noise40,downward_timing,100,16,16,16,15.17,13,19816,198.16,206,40,19816,4258
np028,15,robust,42,44,event42_timing44,power20,state,150,16,32,16,14.406666666666666,12,34807,232.04666666666665,242,20,34807,10909
np028,15,robust,42,44,event42_timing44,power20,downward_timing,100,16,16,16,15.02,12,19284,192.84,200,20,19284,4258
np028,15,robust,42,44,event42_timing44,weather_raw72,state,150,16,32,16,15.766666666666667,14,35917,239.44666666666666,249,72,35917,10909
np028,15,robust,42,44,event42_timing44,weather_raw72,downward_timing,100,16,16,16,15.92,15,19072,190.72,208,72,19072,4258
np028,15,robust,42,44,event42_timing44,joint_raw88,state,150,16,32,16,15.613333333333333,13,34918,232.78666666666666,243,88,34918,10909
np028,15,robust,42,44,event42_timing44,joint_raw88,downward_timing,100,16,16,16,15.51,13,20090,200.9,212,88,20090,4258
np028,15,robust,42,44,event42_timing44,weather_summary20,state,150,16,32,16,15.52,14,35358,235.72,248,20,35358,10909
np028,15,robust,42,44,event42_timing44,weather_summary20,downward_timing,100,16,16,16,15.71,13,18945,189.45,202,20,18945,4258
np028,15,robust,42,44,event42_timing44,weather_projection20,state,150,16,32,16,15.526666666666667,13,35326,235.50666666666666,248,20,35326,10909
np028,15,robust,42,44,event42_timing44,weather_projection20,downward_timing,100,16,16,16,15.62,12,19143,191.43,205,20,19143,4258
np028,15,robust,42,44,event42_timing44,noise20,state,150,16,32,16,15.0,12,36271,241.80666666666667,255,20,36271,10909
np028,15,robust,42,44,event42_timing44,noise20,downward_timing,100,16,16,16,15.67,14,18558,185.58,202,20,18558,4258
np028,15,robust,42,44,event42_timing44,power_weather_summary40,state,150,16,32,16,14.966666666666667,13,34982,233.21333333333334,243,40,34982,10909
np028,15,robust,42,44,event42_timing44,power_weather_summary40,downward_timing,100,16,16,16,15.27,13,19949,199.49,209,40,19949,4258
np028,15,robust,42,44,event42_timing44,power_weather_projection40,state,150,16,32,16,15.166666666666666,13,35219,234.79333333333332,247,40,35219,10909
np028,15,robust,42,44,event42_timing44,power_weather_projection40,downward_timing,100,16,16,16,15.19,13,19907,199.07,208,40,19907,4258
np028,15,robust,42,44,event42_timing44,power_noise40,state,150,16,32,16,14.34,12,36044,240.29333333333332,250,40,36044,10909
np028,15,robust,42,44,event42_timing44,power_noise40,downward_timing,100,16,16,16,15.26,12,19884,198.84,208,40,19884,4258
np028,15,robust,43,45,event43_timing45,power20,state,150,16,32,16,14.213333333333333,12,34800,232.0,243,20,34800,10909
np028,15,robust,43,45,event43_timing45,power20,downward_timing,100,16,16,16,15.1,12,19356,193.56,205,20,19356,4258
np028,15,robust,43,45,event43_timing45,weather_raw72,state,150,16,32,16,15.686666666666667,13,36057,240.38,250,72,36057,10909
np028,15,robust,43,45,event43_timing45,weather_raw72,downward_timing,100,16,16,16,15.89,13,19088,190.88,208,72,19088,4258
np028,15,robust,43,45,event43_timing45,joint_raw88,state,150,16,32,16,15.513333333333334,13,35012,233.41333333333333,242,88,35012,10909
np028,15,robust,43,45,event43_timing45,joint_raw88,downward_timing,100,16,16,16,15.49,13,20109,201.09,210,88,20109,4258
np028,15,robust,43,45,event43_timing45,weather_summary20,state,150,16,32,16,15.353333333333333,13,35364,235.76,249,20,35364,10909
np028,15,robust,43,45,event43_timing45,weather_summary20,downward_timing,100,16,16,16,15.63,12,19055,190.55,201,20,19055,4258
np028,15,robust,43,45,event43_timing45,weather_projection20,state,150,16,32,16,15.553333333333333,13,35372,235.81333333333333,250,20,35372,10909
np028,15,robust,43,45,event43_timing45,weather_projection20,downward_timing,100,16,16,16,15.46,13,19245,192.45,202,20,19245,4258
np028,15,robust,43,45,event43_timing45,noise20,state,150,16,32,16,15.08,13,36363,242.42,254,20,36363,10909
np028,15,robust,43,45,event43_timing45,noise20,downward_timing,100,16,16,16,15.84,14,18451,184.51,200,20,18451,4258
np028,15,robust,43,45,event43_timing45,power_weather_summary40,state,150,16,32,16,14.96,13,35016,233.44,246,40,35016,10909
np028,15,robust,43,45,event43_timing45,power_weather_summary40,downward_timing,100,16,16,16,15.29,13,19922,199.22,207,40,19922,4258
np028,15,robust,43,45,event43_timing45,power_weather_projection40,state,150,16,32,16,15.1,12,35180,234.53333333333333,245,40,35180,10909
np028,15,robust,43,45,event43_timing45,power_weather_projection40,downward_timing,100,16,16,16,15.4,13,19846,198.46,208,40,19846,4258
np028,15,robust,43,45,event43_timing45,power_noise40,state,150,16,32,16,14.286666666666667,12,36005,240.03333333333333,249,40,36005,10909
np028,15,robust,43,45,event43_timing45,power_noise40,downward_timing,100,16,16,16,15.05,13,19878,198.78,210,40,19878,4258
np028,60,primary,41,43,event41_timing43,power20,state,150,16,32,16,14.32,12,35057,233.71333333333334,246,20,35057,10906
np028,60,primary,41,43,event41_timing43,power20,downward_timing,100,16,16,16,15.45,13,19222,192.22,201,20,19222,4258
np028,60,primary,41,43,event41_timing43,weather_raw72,state,150,16,32,16,15.773333333333333,14,35950,239.66666666666666,255,72,35950,10906
np028,60,primary,41,43,event41_timing43,weather_raw72,downward_timing,100,16,16,16,15.94,14,19045,190.45,207,72,19045,4258
np028,60,primary,41,43,event41_timing43,joint_raw88,state,150,16,32,16,15.68,13,35250,235.0,247,88,35250,10906
np028,60,primary,41,43,event41_timing43,joint_raw88,downward_timing,100,16,16,16,15.73,14,19979,199.79,210,88,19979,4258
np028,60,primary,41,43,event41_timing43,weather_summary20,state,150,16,32,16,15.42,13,35326,235.50666666666666,248,20,35326,10906
np028,60,primary,41,43,event41_timing43,weather_summary20,downward_timing,100,16,16,16,15.86,13,18958,189.58,201,20,18958,4258
np028,60,primary,41,43,event41_timing43,weather_projection20,state,150,16,32,16,15.506666666666666,13,35328,235.52,250,20,35328,10906
np028,60,primary,41,43,event41_timing43,weather_projection20,downward_timing,100,16,16,16,15.62,13,19167,191.67,204,20,19167,4258
np028,60,primary,41,43,event41_timing43,noise20,state,150,16,32,16,14.973333333333333,12,36429,242.86,258,20,36429,10906
np028,60,primary,41,43,event41_timing43,noise20,downward_timing,100,16,16,16,15.7,12,18362,183.62,200,20,18362,4258
np028,60,primary,41,43,event41_timing43,power_weather_summary40,state,150,16,32,16,15.206666666666667,13,35277,235.18,247,40,35277,10906
np028,60,primary,41,43,event41_timing43,power_weather_summary40,downward_timing,100,16,16,16,15.71,12,19848,198.48,212,40,19848,4258
np028,60,primary,41,43,event41_timing43,power_weather_projection40,state,150,16,32,16,15.286666666666667,13,35432,236.21333333333334,245,40,35432,10906
np028,60,primary,41,43,event41_timing43,power_weather_projection40,downward_timing,100,16,16,16,15.5,13,19814,198.14,208,40,19814,4258
np028,60,primary,41,43,event41_timing43,power_noise40,state,150,16,32,16,14.186666666666667,12,36128,240.85333333333332,250,40,36128,10906
np028,60,primary,41,43,event41_timing43,power_noise40,downward_timing,100,16,16,16,15.39,13,19702,197.02,209,40,19702,4258
np028,120,primary,41,43,event41_timing43,power20,state,150,16,32,16,14.42,12,34991,233.27333333333334,246,20,34991,10902
np028,120,primary,41,43,event41_timing43,power20,downward_timing,100,16,16,16,15.71,14,19035,190.35,202,20,19035,4258
np028,120,primary,41,43,event41_timing43,weather_raw72,state,150,16,32,16,15.813333333333333,14,35925,239.5,255,72,35925,10902
np028,120,primary,41,43,event41_timing43,weather_raw72,downward_timing,100,16,16,16,15.94,14,19045,190.45,207,72,19045,4258
np028,120,primary,41,43,event41_timing43,joint_raw88,state,150,16,32,16,15.486666666666666,12,35642,237.61333333333334,247,88,35642,10902
np028,120,primary,41,43,event41_timing43,joint_raw88,downward_timing,100,16,16,16,15.8,14,19892,198.92,210,88,19892,4258
np028,120,primary,41,43,event41_timing43,weather_summary20,state,150,16,32,16,15.433333333333334,13,35354,235.69333333333333,247,20,35354,10902
np028,120,primary,41,43,event41_timing43,weather_summary20,downward_timing,100,16,16,16,15.86,13,18958,189.58,201,20,18958,4258
np028,120,primary,41,43,event41_timing43,weather_projection20,state,150,16,32,16,15.48,12,35335,235.56666666666666,250,20,35335,10902
np028,120,primary,41,43,event41_timing43,weather_projection20,downward_timing,100,16,16,16,15.62,13,19168,191.68,204,20,19168,4258
np028,120,primary,41,43,event41_timing43,noise20,state,150,16,32,16,14.986666666666666,12,36426,242.84,257,20,36426,10902
np028,120,primary,41,43,event41_timing43,noise20,downward_timing,100,16,16,16,15.7,12,18362,183.62,200,20,18362,4258
np028,120,primary,41,43,event41_timing43,power_weather_summary40,state,150,16,32,16,15.2,13,35342,235.61333333333334,247,40,35342,10902
np028,120,primary,41,43,event41_timing43,power_weather_summary40,downward_timing,100,16,16,16,15.68,13,19742,197.42,206,40,19742,4258
np028,120,primary,41,43,event41_timing43,power_weather_projection40,state,150,16,32,16,15.426666666666666,13,35704,238.02666666666667,248,40,35704,10902
np028,120,primary,41,43,event41_timing43,power_weather_projection40,downward_timing,100,16,16,16,15.66,13,19722,197.22,208,40,19722,4258
np028,120,primary,41,43,event41_timing43,power_noise40,state,150,16,32,16,14.573333333333334,12,36140,240.93333333333334,254,40,36140,10902
np028,120,primary,41,43,event41_timing43,power_noise40,downward_timing,100,16,16,16,15.76,14,19613,196.13,206,40,19613,4258
np028,240,primary,41,43,event41_timing43,power20,state,150,16,32,16,14.113333333333333,12,34969,233.12666666666667,242,20,34969,10894
np028,240,primary,41,43,event41_timing43,power20,downward_timing,100,16,16,16,15.99,15,18053,180.53,198,20,18053,4250
np028,240,primary,41,43,event41_timing43,weather_raw72,state,150,16,32,16,15.713333333333333,13,35873,239.15333333333334,255,72,35873,10894
np028,240,primary,41,43,event41_timing43,weather_raw72,downward_timing,100,16,16,16,15.91,14,18931,189.31,208,72,18931,4250
np028,240,primary,41,43,event41_timing43,joint_raw88,state,150,16,32,16,15.46,13,35811,238.74,248,88,35811,10894
np028,240,primary,41,43,event41_timing43,joint_raw88,downward_timing,100,16,16,16,15.96,14,19212,192.12,209,88,19212,4250
np028,240,primary,41,43,event41_timing43,weather_summary20,state,150,16,32,16,15.406666666666666,13,35244,234.96,244,20,35244,10894
np028,240,primary,41,43,event41_timing43,weather_summary20,downward_timing,100,16,16,16,15.83,14,18898,188.98,198,20,18898,4250
np028,240,primary,41,43,event41_timing43,weather_projection20,state,150,16,32,16,15.533333333333333,13,35299,235.32666666666665,250,20,35299,10894
np028,240,primary,41,43,event41_timing43,weather_projection20,downward_timing,100,16,16,16,15.74,14,19053,190.53,204,20,19053,4250
np028,240,primary,41,43,event41_timing43,noise20,state,150,16,32,16,14.973333333333333,12,36397,242.64666666666668,257,20,36397,10894
np028,240,primary,41,43,event41_timing43,noise20,downward_timing,100,16,16,16,15.79,13,18416,184.16,200,20,18416,4250
np028,240,primary,41,43,event41_timing43,power_weather_summary40,state,150,16,32,16,15.113333333333333,12,35660,237.73333333333332,250,40,35660,10894
np028,240,primary,41,43,event41_timing43,power_weather_summary40,downward_timing,100,16,16,16,15.93,14,19241,192.41,206,40,19241,4250
np028,240,primary,41,43,event41_timing43,power_weather_projection40,state,150,16,32,16,15.24,13,35925,239.5,252,40,35925,10894
np028,240,primary,41,43,event41_timing43,power_weather_projection40,downward_timing,100,16,16,16,15.94,15,19204,192.04,209,40,19204,4250
np028,240,primary,41,43,event41_timing43,power_noise40,state,150,16,32,16,14.613333333333333,12,36257,241.71333333333334,253,40,36257,10894
np028,240,primary,41,43,event41_timing43,power_noise40,downward_timing,100,16,16,16,15.82,14,19125,191.25,204,40,19125,4250
np028,240,robust,42,44,event42_timing44,power20,state,150,16,32,16,14.46,11,35040,233.6,245,20,35040,10894
np028,240,robust,42,44,event42_timing44,power20,downward_timing,100,16,16,16,15.99,15,18094,180.94,199,20,18094,4250
np028,240,robust,42,44,event42_timing44,weather_raw72,state,150,16,32,16,15.74,14,35770,238.46666666666667,249,72,35770,10894
np028,240,robust,42,44,event42_timing44,weather_raw72,downward_timing,100,16,16,16,15.91,14,19061,190.61,205,72,19061,4250
np028,240,robust,42,44,event42_timing44,joint_raw88,state,150,16,32,16,15.373333333333333,13,35788,238.58666666666667,247,88,35788,10894
np028,240,robust,42,44,event42_timing44,joint_raw88,downward_timing,100,16,16,16,15.96,14,19272,192.72,207,88,19272,4250
np028,240,robust,42,44,event42_timing44,weather_summary20,state,150,16,32,16,15.493333333333334,13,35281,235.20666666666668,245,20,35281,10894
np028,240,robust,42,44,event42_timing44,weather_summary20,downward_timing,100,16,16,16,15.68,12,18898,188.98,202,20,18898,4250
np028,240,robust,42,44,event42_timing44,weather_projection20,state,150,16,32,16,15.526666666666667,13,35283,235.22,247,20,35283,10894
np028,240,robust,42,44,event42_timing44,weather_projection20,downward_timing,100,16,16,16,15.59,13,19134,191.34,205,20,19134,4250
np028,240,robust,42,44,event42_timing44,noise20,state,150,16,32,16,14.96,12,36225,241.5,255,20,36225,10894
np028,240,robust,42,44,event42_timing44,noise20,downward_timing,100,16,16,16,15.73,14,18613,186.13,204,20,18613,4250
np028,240,robust,42,44,event42_timing44,power_weather_summary40,state,150,16,32,16,15.1,13,35641,237.60666666666665,249,40,35641,10894
np028,240,robust,42,44,event42_timing44,power_weather_summary40,downward_timing,100,16,16,16,15.87,14,19301,193.01,204,40,19301,4250
np028,240,robust,42,44,event42_timing44,power_weather_projection40,state,150,16,32,16,15.386666666666667,13,35782,238.54666666666665,247,40,35782,10894
np028,240,robust,42,44,event42_timing44,power_weather_projection40,downward_timing,100,16,16,16,15.89,14,19412,194.12,204,40,19412,4250
np028,240,robust,42,44,event42_timing44,power_noise40,state,150,16,32,16,14.606666666666667,12,36256,241.70666666666668,251,40,36256,10894
np028,240,robust,42,44,event42_timing44,power_noise40,downward_timing,100,16,16,16,15.89,14,19111,191.11,205,40,19111,4250
np028,240,robust,43,45,event43_timing45,power20,state,150,16,32,16,14.48,12,35009,233.39333333333335,245,20,35009,10894
np028,240,robust,43,45,event43_timing45,power20,downward_timing,100,16,16,16,15.99,15,17938,179.38,199,20,17938,4250
np028,240,robust,43,45,event43_timing45,weather_raw72,state,150,16,32,16,15.673333333333334,14,36009,240.06,250,72,36009,10894
np028,240,robust,43,45,event43_timing45,weather_raw72,downward_timing,100,16,16,16,15.91,13,19030,190.3,205,72,19030,4250
np028,240,robust,43,45,event43_timing45,joint_raw88,state,150,16,32,16,15.406666666666666,13,35863,239.08666666666667,249,88,35863,10894
np028,240,robust,43,45,event43_timing45,joint_raw88,downward_timing,100,16,16,16,15.97,14,19341,193.41,208,88,19341,4250
np028,240,robust,43,45,event43_timing45,weather_summary20,state,150,16,32,16,15.406666666666666,13,35246,234.97333333333333,246,20,35246,10894
np028,240,robust,43,45,event43_timing45,weather_summary20,downward_timing,100,16,16,16,15.6,13,18974,189.74,201,20,18974,4250
np028,240,robust,43,45,event43_timing45,weather_projection20,state,150,16,32,16,15.546666666666667,13,35313,235.42,250,20,35313,10894
np028,240,robust,43,45,event43_timing45,weather_projection20,downward_timing,100,16,16,16,15.51,13,19234,192.34,202,20,19234,4250
np028,240,robust,43,45,event43_timing45,noise20,state,150,16,32,16,15.166666666666666,13,36327,242.18,255,20,36327,10894
np028,240,robust,43,45,event43_timing45,noise20,downward_timing,100,16,16,16,15.87,14,18423,184.23,197,20,18423,4250
np028,240,robust,43,45,event43_timing45,power_weather_summary40,state,150,16,32,16,15.246666666666666,13,35555,237.03333333333333,248,40,35555,10894
np028,240,robust,43,45,event43_timing45,power_weather_summary40,downward_timing,100,16,16,16,15.96,15,19315,193.15,206,40,19315,4250
np028,240,robust,43,45,event43_timing45,power_weather_projection40,state,150,16,32,16,15.386666666666667,13,35882,239.21333333333334,247,40,35882,10894
np028,240,robust,43,45,event43_timing45,power_weather_projection40,downward_timing,100,16,16,16,15.95,14,19273,192.73,205,40,19273,4250
np028,240,robust,43,45,event43_timing45,power_noise40,state,150,16,32,16,14.46,12,36283,241.88666666666666,252,40,36283,10894
np028,240,robust,43,45,event43_timing45,power_noise40,downward_timing,100,16,16,16,15.89,14,19135,191.35,206,40,19135,4250
np028,480,primary,41,43,event41_timing43,power20,state,150,16,32,16,14.646666666666667,12,35241,234.94,247,20,35241,10878
np028,480,primary,41,43,event41_timing43,power20,downward_timing,100,16,16,16,15.92,13,17883,178.83,203,20,17883,4246
np028,480,primary,41,43,event41_timing43,weather_raw72,state,150,16,32,16,15.746666666666666,13,35819,238.79333333333332,250,72,35819,10878
np028,480,primary,41,43,event41_timing43,weather_raw72,downward_timing,100,16,16,16,15.93,14,18974,189.74,209,72,18974,4246
np028,480,primary,41,43,event41_timing43,joint_raw88,state,150,16,32,16,15.68,14,35742,238.28,247,88,35742,10878
np028,480,primary,41,43,event41_timing43,joint_raw88,downward_timing,100,16,16,16,15.91,14,18983,189.83,206,88,18983,4246
np028,480,primary,41,43,event41_timing43,weather_summary20,state,150,16,32,16,15.433333333333334,13,35236,234.90666666666667,248,20,35236,10878
np028,480,primary,41,43,event41_timing43,weather_summary20,downward_timing,100,16,16,16,15.87,14,18861,188.61,198,20,18861,4246
np028,480,primary,41,43,event41_timing43,weather_projection20,state,150,16,32,16,15.546666666666667,13,35220,234.8,248,20,35220,10878
np028,480,primary,41,43,event41_timing43,weather_projection20,downward_timing,100,16,16,16,15.71,12,19057,190.57,203,20,19057,4246
np028,480,primary,41,43,event41_timing43,noise20,state,150,16,32,16,15.006666666666666,13,36237,241.58,257,20,36237,10878
np028,480,primary,41,43,event41_timing43,noise20,downward_timing,100,16,16,16,15.76,13,18208,182.08,201,20,18208,4246
np028,480,primary,41,43,event41_timing43,power_weather_summary40,state,150,16,32,16,15.18,13,35906,239.37333333333333,247,40,35906,10878
np028,480,primary,41,43,event41_timing43,power_weather_summary40,downward_timing,100,16,16,16,15.87,15,19374,193.74,208,40,19374,4246
np028,480,primary,41,43,event41_timing43,power_weather_projection40,state,150,16,32,16,15.393333333333333,13,36099,240.66,251,40,36099,10878
np028,480,primary,41,43,event41_timing43,power_weather_projection40,downward_timing,100,16,16,16,15.88,14,19235,192.35,207,40,19235,4246
np028,480,primary,41,43,event41_timing43,power_noise40,state,150,16,32,16,14.806666666666667,12,36501,243.34,254,40,36501,10878
np028,480,primary,41,43,event41_timing43,power_noise40,downward_timing,100,16,16,16,15.94,13,19004,190.04,204,40,19004,4246
np028,720,primary,41,43,event41_timing43,power20,state,150,16,32,16,15.046666666666667,12,35324,235.49333333333334,246,20,35324,10864
np028,720,primary,41,43,event41_timing43,power20,downward_timing,100,16,16,16,15.69,12,18705,187.05,202,20,18705,4242
np028,720,primary,41,43,event41_timing43,weather_raw72,state,150,16,32,16,15.72,13,35913,239.42,253,72,35913,10864
np028,720,primary,41,43,event41_timing43,weather_raw72,downward_timing,100,16,16,16,15.93,14,18806,188.06,207,72,18806,4242
np028,720,primary,41,43,event41_timing43,joint_raw88,state,150,16,32,16,15.626666666666667,13,35696,237.97333333333333,249,88,35696,10864
np028,720,primary,41,43,event41_timing43,joint_raw88,downward_timing,100,16,16,16,15.84,13,19070,190.7,210,88,19070,4242
np028,720,primary,41,43,event41_timing43,weather_summary20,state,150,16,32,16,15.56,13,35135,234.23333333333332,248,20,35135,10864
np028,720,primary,41,43,event41_timing43,weather_summary20,downward_timing,100,16,16,16,15.83,13,18842,188.42,200,20,18842,4242
np028,720,primary,41,43,event41_timing43,weather_projection20,state,150,16,32,16,15.553333333333333,13,35171,234.47333333333333,244,20,35171,10864
np028,720,primary,41,43,event41_timing43,weather_projection20,downward_timing,100,16,16,16,15.7,12,18950,189.5,206,20,18950,4242
np028,720,primary,41,43,event41_timing43,noise20,state,150,16,32,16,15.02,13,36218,241.45333333333335,257,20,36218,10864
np028,720,primary,41,43,event41_timing43,noise20,downward_timing,100,16,16,16,15.79,13,18171,181.71,199,20,18171,4242
np028,720,primary,41,43,event41_timing43,power_weather_summary40,state,150,16,32,16,15.426666666666666,14,35862,239.08,249,40,35862,10864
np028,720,primary,41,43,event41_timing43,power_weather_summary40,downward_timing,100,16,16,16,15.8,14,19397,193.97,208,40,19397,4242
np028,720,primary,41,43,event41_timing43,power_weather_projection40,state,150,16,32,16,15.5,13,36053,240.35333333333332,252,40,36053,10864
np028,720,primary,41,43,event41_timing43,power_weather_projection40,downward_timing,100,16,16,16,15.61,13,19316,193.16,204,40,19316,4242
np028,720,primary,41,43,event41_timing43,power_noise40,state,150,16,32,16,15.393333333333333,13,36452,243.01333333333332,255,40,36452,10864
np028,720,primary,41,43,event41_timing43,power_noise40,downward_timing,100,16,16,16,15.76,14,18876,188.76,205,40,18876,4242
np028,720,robust,42,44,event42_timing44,power20,state,150,16,32,16,15.166666666666666,13,35410,236.06666666666666,248,20,35410,10864
np028,720,robust,42,44,event42_timing44,power20,downward_timing,100,16,16,16,15.7,13,18481,184.81,199,20,18481,4242
np028,720,robust,42,44,event42_timing44,weather_raw72,state,150,16,32,16,15.666666666666666,14,35747,238.31333333333333,249,72,35747,10864
np028,720,robust,42,44,event42_timing44,weather_raw72,downward_timing,100,16,16,16,15.93,14,18971,189.71,206,72,18971,4242
np028,720,robust,42,44,event42_timing44,joint_raw88,state,150,16,32,16,15.646666666666667,14,35775,238.5,251,88,35775,10864
np028,720,robust,42,44,event42_timing44,joint_raw88,downward_timing,100,16,16,16,15.9,14,18994,189.94,207,88,18994,4242
np028,720,robust,42,44,event42_timing44,weather_summary20,state,150,16,32,16,15.493333333333334,13,35183,234.55333333333334,245,20,35183,10864
np028,720,robust,42,44,event42_timing44,weather_summary20,downward_timing,100,16,16,16,15.66,12,18801,188.01,204,20,18801,4242
np028,720,robust,42,44,event42_timing44,weather_projection20,state,150,16,32,16,15.533333333333333,13,35215,234.76666666666668,247,20,35215,10864
np028,720,robust,42,44,event42_timing44,weather_projection20,downward_timing,100,16,16,16,15.39,12,19154,191.54,202,20,19154,4242
np028,720,robust,42,44,event42_timing44,noise20,state,150,16,32,16,15.0,12,36154,241.02666666666667,256,20,36154,10864
np028,720,robust,42,44,event42_timing44,noise20,downward_timing,100,16,16,16,15.77,14,18473,184.73,203,20,18473,4242
np028,720,robust,42,44,event42_timing44,power_weather_summary40,state,150,16,32,16,15.446666666666667,13,35903,239.35333333333332,253,40,35903,10864
np028,720,robust,42,44,event42_timing44,power_weather_summary40,downward_timing,100,16,16,16,15.74,13,19565,195.65,206,40,19565,4242
np028,720,robust,42,44,event42_timing44,power_weather_projection40,state,150,16,32,16,15.46,13,36059,240.39333333333335,252,40,36059,10864
np028,720,robust,42,44,event42_timing44,power_weather_projection40,downward_timing,100,16,16,16,15.59,13,19567,195.67,208,40,19567,4242
np028,720,robust,42,44,event42_timing44,power_noise40,state,150,16,32,16,15.4,13,36574,243.82666666666665,254,40,36574,10864
np028,720,robust,42,44,event42_timing44,power_noise40,downward_timing,100,16,16,16,15.74,14,19199,191.99,204,40,19199,4242
np028,720,robust,43,45,event43_timing45,power20,state,150,16,32,16,15.22,13,35352,235.68,249,20,35352,10864
np028,720,robust,43,45,event43_timing45,power20,downward_timing,100,16,16,16,15.68,13,18508,185.08,200,20,18508,4242
np028,720,robust,43,45,event43_timing45,weather_raw72,state,150,16,32,16,15.6,13,35953,239.68666666666667,253,72,35953,10864
np028,720,robust,43,45,event43_timing45,weather_raw72,downward_timing,100,16,16,16,15.91,14,18832,188.32,206,72,18832,4242
np028,720,robust,43,45,event43_timing45,joint_raw88,state,150,16,32,16,15.72,13,35753,238.35333333333332,248,88,35753,10864
np028,720,robust,43,45,event43_timing45,joint_raw88,downward_timing,100,16,16,16,15.9,14,19203,192.03,207,88,19203,4242
np028,720,robust,43,45,event43_timing45,weather_summary20,state,150,16,32,16,15.273333333333333,13,35205,234.7,246,20,35205,10864
np028,720,robust,43,45,event43_timing45,weather_summary20,downward_timing,100,16,16,16,15.59,13,18990,189.9,204,20,18990,4242
np028,720,robust,43,45,event43_timing45,weather_projection20,state,150,16,32,16,15.586666666666666,13,35232,234.88,248,20,35232,10864
np028,720,robust,43,45,event43_timing45,weather_projection20,downward_timing,100,16,16,16,15.54,13,19203,192.03,202,20,19203,4242
np028,720,robust,43,45,event43_timing45,noise20,state,150,16,32,16,15.046666666666667,13,36194,241.29333333333332,255,20,36194,10864
np028,720,robust,43,45,event43_timing45,noise20,downward_timing,100,16,16,16,15.79,12,18287,182.87,201,20,18287,4242
np028,720,robust,43,45,event43_timing45,power_weather_summary40,state,150,16,32,16,15.466666666666667,13,35853,239.02,253,40,35853,10864
np028,720,robust,43,45,event43_timing45,power_weather_summary40,downward_timing,100,16,16,16,15.67,13,19486,194.86,205,40,19486,4242
np028,720,robust,43,45,event43_timing45,power_weather_projection40,state,150,16,32,16,15.56,13,36078,240.52,253,40,36078,10864
np028,720,robust,43,45,event43_timing45,power_weather_projection40,downward_timing,100,16,16,16,15.58,13,19451,194.51,207,40,19451,4242
np028,720,robust,43,45,event43_timing45,power_noise40,state,150,16,32,16,15.326666666666666,13,36599,243.99333333333334,259,40,36599,10864
