package,lead_minutes,run_type,event_seed,timing_seed,seed_label,comparison,candidate,reference,task,metric,valid_windows,blocks,candidate_score,reference_score,difference,reduction_pct,difference_low,difference_high,reduction_low,reduction_high
np025,15,robust,42,44,event42_timing44,weather_projection20_vs_noise20,weather_projection20,noise20,downward_timing,conditional_rps,2653,10,0.17233636819401746,0.1678278806501567,0.0045084875438607674,-2.6863757835677404,0.0017350645649811189,0.007042025265408692,-4.308013887776517,-1.0190775821150517
np025,15,robust,42,44,event42_timing44,weather_projection20_vs_noise20,weather_projection20,noise20,downward_timing,conditional_median_mae_minutes,2653,10,57.857142857142854,56.27402940067848,1.5831134564643747,-2.8132221440771543,0.3298150127677809,2.692972641451899,-4.9299141035817025,-0.5697113390169641
np025,15,robust,42,44,event42_timing44,power_weather_summary40_vs_power_noise40,power_weather_summary40,power_noise40,state,return_brier,6996,12,0.16061976207072257,0.16055605317207183,6.370889865073281e-05,-0.03968015991426821,-0.003826246866192578,0.003977117172857585,-2.3937045778441797,2.44058363997246
np025,15,robust,42,44,event42_timing44,power_weather_summary40_vs_power_noise40,power_weather_summary40,power_noise40,state,multiclass_brier,6996,12,0.5457134878886009,0.5789772668048552,-0.033263778916254316,5.745265112017927,-0.04808287727697924,-0.02015953498734403,3.2750106150923965,8.761036735373894
np025,15,robust,42,44,event42_timing44,power_weather_summary40_vs_power_noise40,power_weather_summary40,power_noise40,downward_timing,conditional_rps,2653,10,0.15397436656275404,0.1544513361336071,-0.000476969570853053,0.30881543843716,-0.0031657999641028283,0.0023862362806108157,-1.520617400469631,2.0822330386796195
np025,15,robust,42,44,event42_timing44,power_weather_summary40_vs_power_noise40,power_weather_summary40,power_noise40,downward_timing,conditional_median_mae_minutes,2653,10,50.49566528458349,50.98190727478327,-0.48624199019977965,0.9537540201841055,-1.2800826777224992,0.34508579694580954,-0.6721687616863337,2.5340391435102405
np025,15,robust,42,44,event42_timing44,power_weather_projection40_vs_power_noise40,power_weather_projection40,power_noise40,state,return_brier,6996,12,0.16169227737096747,0.16055605317207183,0.0011362241988956412,-0.707680698701485,-0.002961113908400813,0.00517258860399532,-3.535536996035079,1.8230854522774285
np025,15,robust,42,44,event42_timing44,power_weather_projection40_vs_power_noise40,power_weather_projection40,power_noise40,state,multiclass_brier,6996,12,0.5576382429176393,0.5789772668048552,-0.02133902388721587,3.6856410623818503,-0.03574728737064327,-0.008465665507881104,1.56623690013994,6.040221983877082
np025,15,robust,42,44,event42_timing44,power_weather_projection40_vs_power_noise40,power_weather_projection40,power_noise40,downward_timing,conditional_rps,2653,10,0.15583155614389274,0.1544513361336071,0.0013802200102856488,-0.8936277567011208,-0.0009244155715582347,0.004043152917533542,-2.548420547538156,0.6184125306885367
np025,15,robust,42,44,event42_timing44,power_weather_projection40_vs_power_noise40,power_weather_projection40,power_noise40,downward_timing,conditional_median_mae_minutes,2653,10,51.46814926498304,50.98190727478327,0.48624199019977254,-0.9537540201840944,-0.370043578081294,1.3643498741149411,-2.6237826418111547,0.7396663690821699
np025,15,robust,43,45,event43_timing45,joint_vs_power,joint_raw88,power20,state,return_brier,6996,12,0.1643069175982991,0.15991860801598481,0.004388309582314287,-2.7440894069536093,-7.205823991507372e-06,0.008869282557544622,-5.345655334457566,0.004910842321480871
np025,15,robust,43,45,event43_timing45,joint_vs_power,joint_raw88,power20,state,multiclass_brier,6996,12,0.562581772519228,0.575117728847166,-0.012535956327938025,2.179720029334964,-0.027866994916442782,-0.0009612829994787385,0.16984930167285556,4.976361909249589
np025,15,robust,43,45,event43_timing45,joint_vs_power,joint_raw88,power20,downward_timing,conditional_rps,2653,10,0.15313571472151397,0.1548972214575545,-0.00176150673604053,1.1372100283433606,-0.0050496837020898,0.0015970730246518167,-1.016969913696234,3.290969935739761
np025,15,robust,43,45,event43_timing45,joint_vs_power,joint_raw88,power20,downward_timing,conditional_median_mae_minutes,2653,10,50.241236336223146,51.10064078401809,-0.8594044477949438,1.68178800619605,-1.855340374133345,0.08124500672778062,-0.1592396665727308,3.6444999332935977
np025,15,robust,43,45,event43_timing45,weather_summary20_vs_noise20,weather_summary20,noise20,state,return_brier,6996,12,0.17162437687651647,0.20528465573649946,-0.03366027885998299,16.39688009764785,-0.0496281554385578,-0.018456234411292245,10.962062786268545,21.600066162388966
