split,lead_minutes,cost_ratio,method,metric,value,windows,alert_rate,threshold,threshold_source,validation_cost,constant_action
validation,240,2.0,np008_full_rolling,alert_rate,0.0,2512,0.0,0.6900000000000001,validation_only,0.2921974522292994,thresholded_forecast
test,240,2.0,np008_full_rolling,actual_cost,0.3195812807881773,6496,0.0,0.6900000000000001,validation_only,0.2921974522292994,thresholded_forecast
test,240,2.0,np008_full_rolling,alert_rate,0.0,6496,0.0,0.6900000000000001,validation_only,0.2921974522292994,thresholded_forecast
validation,240,2.0,train_frequency,actual_cost,0.2921974522292994,2512,0.0,0.215,validation_only,0.2921974522292994,thresholded_train_frequency
validation,240,2.0,train_frequency,alert_rate,0.0,2512,0.0,0.215,validation_only,0.2921974522292994,thresholded_train_frequency
test,240,2.0,train_frequency,actual_cost,0.3195812807881773,6496,0.0,0.215,validation_only,0.2921974522292994,thresholded_train_frequency
test,240,2.0,train_frequency,alert_rate,0.0,6496,0.0,0.215,validation_only,0.2921974522292994,thresholded_train_frequency
validation,240,2.0,validation_frequency,actual_cost,0.2921974522292994,2512,0.0,0.15,validation_only,0.2921974522292994,thresholded_validation_frequency
validation,240,2.0,validation_frequency,alert_rate,0.0,2512,0.0,0.15,validation_only,0.2921974522292994,thresholded_validation_frequency
test,240,2.0,validation_frequency,actual_cost,0.3195812807881773,6496,0.0,0.15,validation_only,0.2921974522292994,thresholded_validation_frequency
test,240,2.0,validation_frequency,alert_rate,0.0,6496,0.0,0.15,validation_only,0.2921974522292994,thresholded_validation_frequency
validation,240,2.0,no_alert,actual_cost,0.2921974522292994,2512,0.0,-1.0,deterministic_policy,0.2921974522292994,no_alert
validation,240,2.0,no_alert,alert_rate,0.0,2512,0.0,-1.0,deterministic_policy,0.2921974522292994,no_alert
test,240,2.0,no_alert,actual_cost,0.3195812807881773,6496,0.0,-1.0,deterministic_policy,0.2921974522292994,no_alert
test,240,2.0,no_alert,alert_rate,0.0,6496,0.0,-1.0,deterministic_policy,0.2921974522292994,no_alert
validation,240,2.0,always_alert,actual_cost,0.8539012738853503,2512,1.0,-1.0,deterministic_policy,0.8539012738853503,always_alert
validation,240,2.0,always_alert,alert_rate,1.0,2512,1.0,-1.0,deterministic_policy,0.8539012738853503,always_alert
test,240,2.0,always_alert,actual_cost,0.8402093596059114,6496,1.0,-1.0,deterministic_policy,0.8539012738853503,always_alert
test,240,2.0,always_alert,alert_rate,1.0,6496,1.0,-1.0,deterministic_policy,0.8539012738853503,always_alert
validation,240,2.0,validation_constant,actual_cost,0.2921974522292994,2512,0.0,-1.0,validation_constant_selection,0.2921974522292994,no_alert
validation,240,2.0,validation_constant,alert_rate,0.0,2512,0.0,-1.0,validation_constant_selection,0.2921974522292994,no_alert
test,240,2.0,validation_constant,actual_cost,0.3195812807881773,6496,0.0,-1.0,validation_constant_selection,0.2921974522292994,no_alert
test,240,2.0,validation_constant,alert_rate,0.0,6496,0.0,-1.0,validation_constant_selection,0.2921974522292994,no_alert
validation,240,5.0,np008_full_rolling,actual_cost,0.5636942675159236,2512,0.3825636942675159,0.16,validation_only,0.5636942675159236,thresholded_forecast
validation,240,5.0,np008_full_rolling,alert_rate,0.3825636942675159,2512,0.3825636942675159,0.16,validation_only,0.5636942675159236,thresholded_forecast
test,240,5.0,np008_full_rolling,actual_cost,0.5056958128078818,6496,0.3939347290640394,0.16,validation_only,0.5636942675159236,thresholded_forecast
test,240,5.0,np008_full_rolling,alert_rate,0.3939347290640394,6496,0.3939347290640394,0.16,validation_only,0.5636942675159236,thresholded_forecast
validation,240,5.0,train_frequency,actual_cost,0.7304936305732485,2512,0.0,0.215,validation_only,0.7304936305732485,thresholded_train_frequency
validation,240,5.0,train_frequency,alert_rate,0.0,2512,0.0,0.215,validation_only,0.7304936305732485,thresholded_train_frequency
test,240,5.0,train_frequency,actual_cost,0.7989532019704434,6496,0.0,0.215,validation_only,0.7304936305732485,thresholded_train_frequency
test,240,5.0,train_frequency,alert_rate,0.0,6496,0.0,0.215,validation_only,0.7304936305732485,thresholded_train_frequency
validation,240,5.0,validation_frequency,actual_cost,0.7304936305732485,2512,0.0,0.15,validation_only,0.7304936305732485,thresholded_validation_frequency
validation,240,5.0,validation_frequency,alert_rate,0.0,2512,0.0,0.15,validation_only,0.7304936305732485,thresholded_validation_frequency
test,240,5.0,validation_frequency,actual_cost,0.7989532019704434,6496,0.0,0.15,validation_only,0.7304936305732485,thresholded_validation_frequency
test,240,5.0,validation_frequency,alert_rate,0.0,6496,0.0,0.15,validation_only,0.7304936305732485,thresholded_validation_frequency
validation,240,5.0,no_alert,actual_cost,0.7304936305732485,2512,0.0,-1.0,deterministic_policy,0.7304936305732485,no_alert
validation,240,5.0,no_alert,alert_rate,0.0,2512,0.0,-1.0,deterministic_policy,0.7304936305732485,no_alert
test,240,5.0,no_alert,actual_cost,0.7989532019704434,6496,0.0,-1.0,deterministic_policy,0.7304936305732485,no_alert
test,240,5.0,no_alert,alert_rate,0.0,6496,0.0,-1.0,deterministic_policy,0.7304936305732485,no_alert
validation,240,5.0,always_alert,actual_cost,0.8539012738853503,2512,1.0,-1.0,deterministic_policy,0.8539012738853503,always_alert
validation,240,5.0,always_alert,alert_rate,1.0,2512,1.0,-1.0,deterministic_policy,0.8539012738853503,always_alert
test,240,5.0,always_alert,actual_cost,0.8402093596059114,6496,1.0,-1.0,deterministic_policy,0.8539012738853503,always_alert
test,240,5.0,always_alert,alert_rate,1.0,6496,1.0,-1.0,deterministic_policy,0.8539012738853503,always_alert
validation,240,5.0,validation_constant,actual_cost,0.7304936305732485,2512,0.0,-1.0,validation_constant_selection,0.7304936305732485,no_alert
validation,240,5.0,validation_constant,alert_rate,0.0,2512,0.0,-1.0,validation_constant_selection,0.7304936305732485,no_alert
test,240,5.0,validation_constant,actual_cost,0.7989532019704434,6496,0.0,-1.0,validation_constant_selection,0.7304936305732485,no_alert
test,240,5.0,validation_constant,alert_rate,0.0,6496,0.0,-1.0,validation_constant_selection,0.7304936305732485,no_alert
validation,240,10.0,np008_full_rolling,actual_cost,0.6381369426751592,2512,0.7273089171974523,0.075,validation_only,0.6381369426751592,thresholded_forecast
validation,240,10.0,np008_full_rolling,alert_rate,0.7273089171974523,2512,0.7273089171974523,0.075,validation_only,0.6381369426751592,thresholded_forecast
test,240,10.0,np008_full_rolling,actual_cost,0.5658866995073891,6496,0.6681034482758621,0.075,validation_only,0.6381369426751592,thresholded_forecast
test,240,10.0,np008_full_rolling,alert_rate,0.6681034482758621,6496,0.6681034482758621,0.075,validation_only,0.6381369426751592,thresholded_forecast
validation,240,10.0,train_frequency,actual_cost,0.8539012738853503,2512,1.0,0.0,validation_only,0.8539012738853503,thresholded_train_frequency
validation,240,10.0,train_frequency,alert_rate,1.0,2512,1.0,0.0,validation_only,0.8539012738853503,thresholded_train_frequency
test,240,10.0,train_frequency,actual_cost,0.8402093596059114,6496,1.0,0.0,validation_only,0.8539012738853503,thresholded_train_frequency
test,240,10.0,train_frequency,alert_rate,1.0,6496,1.0,0.0,validation_only,0.8539012738853503,thresholded_train_frequency
validation,240,10.0,validation_frequency,actual_cost,0.8539012738853503,2512,1.0,0.0,validation_only,0.8539012738853503,thresholded_validation_frequency
validation,240,10.0,validation_frequency,alert_rate,1.0,2512,1.0,0.0,validation_only,0.8539012738853503,thresholded_validation_frequency
test,240,10.0,validation_frequency,actual_cost,0.8402093596059114,6496,1.0,0.0,validation_only,0.8539012738853503,thresholded_validation_frequency
test,240,10.0,validation_frequency,alert_rate,1.0,6496,1.0,0.0,validation_only,0.8539012738853503,thresholded_validation_frequency
validation,240,10.0,no_alert,actual_cost,1.460987261146497,2512,0.0,-1.0,deterministic_policy,1.460987261146497,no_alert
validation,240,10.0,no_alert,alert_rate,0.0,2512,0.0,-1.0,deterministic_policy,1.460987261146497,no_alert
test,240,10.0,no_alert,actual_cost,1.5979064039408868,6496,0.0,-1.0,deterministic_policy,1.460987261146497,no_alert
test,240,10.0,no_alert,alert_rate,0.0,6496,0.0,-1.0,deterministic_policy,1.460987261146497,no_alert
validation,240,10.0,always_alert,actual_cost,0.8539012738853503,2512,1.0,-1.0,deterministic_policy,0.8539012738853503,always_alert
validation,240,10.0,always_alert,alert_rate,1.0,2512,1.0,-1.0,deterministic_policy,0.8539012738853503,always_alert
test,240,10.0,always_alert,actual_cost,0.8402093596059114,6496,1.0,-1.0,deterministic_policy,0.8539012738853503,always_alert
test,240,10.0,always_alert,alert_rate,1.0,6496,1.0,-1.0,deterministic_policy,0.8539012738853503,always_alert
validation,240,10.0,validation_constant,actual_cost,0.8539012738853503,2512,1.0,-1.0,validation_constant_selection,0.8539012738853503,always_alert
validation,240,10.0,validation_constant,alert_rate,1.0,2512,1.0,-1.0,validation_constant_selection,0.8539012738853503,always_alert
test,240,10.0,validation_constant,actual_cost,0.8402093596059114,6496,1.0,-1.0,validation_constant_selection,0.8539012738853503,always_alert
test,240,10.0,validation_constant,alert_rate,1.0,6496,1.0,-1.0,validation_constant_selection,0.8539012738853503,always_alert
validation,480,2.0,np008_full_rolling,actual_cost,0.2898089171974522,2512,0.021496815286624203,0.47000000000000003,validation_only,0.2898089171974522,thresholded_forecast
validation,480,2.0,np008_full_rolling,alert_rate,0.021496815286624203,2512,0.021496815286624203,0.47000000000000003,validation_only,0.2898089171974522,thresholded_forecast
test,480,2.0,np008_full_rolling,actual_cost,0.312807881773399,6496,0.009390394088669951,0.47000000000000003,validation_only,0.2898089171974522,thresholded_forecast
test,480,2.0,np008_full_rolling,alert_rate,0.009390394088669951,6496,0.009390394088669951,0.47000000000000003,validation_only,0.2898089171974522,thresholded_forecast
validation,480,2.0,train_frequency,actual_cost,0.2921974522292994,2512,0.0,0.215,validation_only,0.2921974522292994,thresholded_train_frequency
validation,480,2.0,train_frequency,alert_rate,0.0,2512,0.0,0.215,validation_only,0.2921974522292994,thresholded_train_frequency
test,480,2.0,train_frequency,actual_cost,0.3195812807881773,6496,0.0,0.215,validation_only,0.2921974522292994,thresholded_train_frequency
test,480,2.0,train_frequency,alert_rate,0.0,6496,0.0,0.215,validation_only,0.2921974522292994,thresholded_train_frequency
validation,480,2.0,validation_frequency,actual_cost,0.2921974522292994,2512,0.0,0.15,validation_only,0.2921974522292994,thresholded_validation_frequency
validation,480,2.0,validation_frequency,alert_rate,0.0,2512,0.0,0.15,validation_only,0.2921974522292994,thresholded_validation_frequency
test,480,2.0,validation_frequency,actual_cost,0.3195812807881773,6496,0.0,0.15,validation_only,0.2921974522292994,thresholded_validation_frequency
test,480,2.0,validation_frequency,alert_rate,0.0,6496,0.0,0.15,validation_only,0.2921974522292994,thresholded_validation_frequency
validation,480,2.0,no_alert,actual_cost,0.2921974522292994,2512,0.0,-1.0,deterministic_policy,0.2921974522292994,no_alert
validation,480,2.0,no_alert,alert_rate,0.0,2512,0.0,-1.0,deterministic_policy,0.2921974522292994,no_alert
test,480,2.0,no_alert,actual_cost,0.3195812807881773,6496,0.0,-1.0,deterministic_policy,0.2921974522292994,no_alert
test,480,2.0,no_alert,alert_rate,0.0,6496,0.0,-1.0,deterministic_policy,0.2921974522292994,no_alert
validation,480,2.0,always_alert,actual_cost,0.8539012738853503,2512,1.0,-1.0,deterministic_policy,0.8539012738853503,always_alert
validation,480,2.0,always_alert,alert_rate,1.0,2512,1.0,-1.0,deterministic_policy,0.8539012738853503,always_alert
test,480,2.0,always_alert,actual_cost,0.8402093596059114,6496,1.0,-1.0,deterministic_policy,0.8539012738853503,always_alert
test,480,2.0,always_alert,alert_rate,1.0,6496,1.0,-1.0,deterministic_policy,0.8539012738853503,always_alert
validation,480,2.0,validation_constant,actual_cost,0.2921974522292994,2512,0.0,-1.0,validation_constant_selection,0.2921974522292994,no_alert
validation,480,2.0,validation_constant,alert_rate,0.0,2512,0.0,-1.0,validation_constant_selection,0.2921974522292994,no_alert
test,480,2.0,validation_constant,actual_cost,0.3195812807881773,6496,0.0,-1.0,validation_constant_selection,0.2921974522292994,no_alert
test,480,2.0,validation_constant,alert_rate,0.0,6496,0.0,-1.0,validation_constant_selection,0.2921974522292994,no_alert
validation,480,5.0,np008_full_rolling,actual_cost,0.5935509554140127,2512,0.4148089171974522,0.15,validation_only,0.5935509554140127,thresholded_forecast
validation,480,5.0,np008_full_rolling,alert_rate,0.4148089171974522,2512,0.4148089171974522,0.15,validation_only,0.5935509554140127,thresholded_forecast
test,480,5.0,np008_full_rolling,actual_cost,0.45966748768472904,6496,0.41717980295566504,0.15,validation_only,0.5935509554140127,thresholded_forecast
test,480,5.0,np008_full_rolling,alert_rate,0.41717980295566504,6496,0.41717980295566504,0.15,validation_only,0.5935509554140127,thresholded_forecast
validation,480,5.0,train_frequency,actual_cost,0.7304936305732485,2512,0.0,0.215,validation_only,0.7304936305732485,thresholded_train_frequency
validation,480,5.0,train_frequency,alert_rate,0.0,2512,0.0,0.215,validation_only,0.7304936305732485,thresholded_train_frequency
test,480,5.0,train_frequency,actual_cost,0.7989532019704434,6496,0.0,0.215,validation_only,0.7304936305732485,thresholded_train_frequency
test,480,5.0,train_frequency,alert_rate,0.0,6496,0.0,0.215,validation_only,0.7304936305732485,thresholded_train_frequency
validation,480,5.0,validation_frequency,actual_cost,0.7304936305732485,2512,0.0,0.15,validation_only,0.7304936305732485,thresholded_validation_frequency
validation,480,5.0,validation_frequency,alert_rate,0.0,2512,0.0,0.15,validation_only,0.7304936305732485,thresholded_validation_frequency
test,480,5.0,validation_frequency,actual_cost,0.7989532019704434,6496,0.0,0.15,validation_only,0.7304936305732485,thresholded_validation_frequency
test,480,5.0,validation_frequency,alert_rate,0.0,6496,0.0,0.15,validation_only,0.7304936305732485,thresholded_validation_frequency
validation,480,5.0,no_alert,actual_cost,0.7304936305732485,2512,0.0,-1.0,deterministic_policy,0.7304936305732485,no_alert
validation,480,5.0,no_alert,alert_rate,0.0,2512,0.0,-1.0,deterministic_policy,0.7304936305732485,no_alert
test,480,5.0,no_alert,actual_cost,0.7989532019704434,6496,0.0,-1.0,deterministic_policy,0.7304936305732485,no_alert
test,480,5.0,no_alert,alert_rate,0.0,6496,0.0,-1.0,deterministic_policy,0.7304936305732485,no_alert
validation,480,5.0,always_alert,actual_cost,0.8539012738853503,2512,1.0,-1.0,deterministic_policy,0.8539012738853503,always_alert
validation,480,5.0,always_alert,alert_rate,1.0,2512,1.0,-1.0,deterministic_policy,0.8539012738853503,always_alert
test,480,5.0,always_alert,actual_cost,0.8402093596059114,6496,1.0,-1.0,deterministic_policy,0.8539012738853503,always_alert
test,480,5.0,always_alert,alert_rate,1.0,6496,1.0,-1.0,deterministic_policy,0.8539012738853503,always_alert
validation,480,5.0,validation_constant,actual_cost,0.7304936305732485,2512,0.0,-1.0,validation_constant_selection,0.7304936305732485,no_alert
validation,480,5.0,validation_constant,alert_rate,0.0,2512,0.0,-1.0,validation_constant_selection,0.7304936305732485,no_alert
test,480,5.0,validation_constant,actual_cost,0.7989532019704434,6496,0.0,-1.0,validation_constant_selection,0.7304936305732485,no_alert
test,480,5.0,validation_constant,alert_rate,0.0,6496,0.0,-1.0,validation_constant_selection,0.7304936305732485,no_alert
validation,480,10.0,np008_full_rolling,actual_cost,0.7193471337579618,2512,0.7734872611464968,0.075,validation_only,0.7193471337579618,thresholded_forecast
validation,480,10.0,np008_full_rolling,alert_rate,0.7734872611464968,2512,0.7734872611464968,0.075,validation_only,0.7193471337579618,thresholded_forecast
test,480,10.0,np008_full_rolling,actual_cost,0.5912869458128078,6496,0.6714901477832512,0.075,validation_only,0.7193471337579618,thresholded_forecast
test,480,10.0,np008_full_rolling,alert_rate,0.6714901477832512,6496,0.6714901477832512,0.075,validation_only,0.7193471337579618,thresholded_forecast
validation,480,10.0,train_frequency,actual_cost,0.8539012738853503,2512,1.0,0.0,validation_only,0.8539012738853503,thresholded_train_frequency
validation,480,10.0,train_frequency,alert_rate,1.0,2512,1.0,0.0,validation_only,0.8539012738853503,thresholded_train_frequency
test,480,10.0,train_frequency,actual_cost,0.8402093596059114,6496,1.0,0.0,validation_only,0.8539012738853503,thresholded_train_frequency
test,480,10.0,train_frequency,alert_rate,1.0,6496,1.0,0.0,validation_only,0.8539012738853503,thresholded_train_frequency
validation,480,10.0,validation_frequency,actual_cost,0.8539012738853503,2512,1.0,0.0,validation_only,0.8539012738853503,thresholded_validation_frequency
validation,480,10.0,validation_frequency,alert_rate,1.0,2512,1.0,0.0,validation_only,0.8539012738853503,thresholded_validation_frequency
test,480,10.0,validation_frequency,actual_cost,0.8402093596059114,6496,1.0,0.0,validation_only,0.8539012738853503,thresholded_validation_frequency
test,480,10.0,validation_frequency,alert_rate,1.0,6496,1.0,0.0,validation_only,0.8539012738853503,thresholded_validation_frequency
validation,480,10.0,no_alert,actual_cost,1.460987261146497,2512,0.0,-1.0,deterministic_policy,1.460987261146497,no_alert
validation,480,10.0,no_alert,alert_rate,0.0,2512,0.0,-1.0,deterministic_policy,1.460987261146497,no_alert
test,480,10.0,no_alert,actual_cost,1.5979064039408868,6496,0.0,-1.0,deterministic_policy,1.460987261146497,no_alert
test,480,10.0,no_alert,alert_rate,0.0,6496,0.0,-1.0,deterministic_policy,1.460987261146497,no_alert
validation,480,10.0,always_alert,actual_cost,0.8539012738853503,2512,1.0,-1.0,deterministic_policy,0.8539012738853503,always_alert
validation,480,10.0,always_alert,alert_rate,1.0,2512,1.0,-1.0,deterministic_policy,0.8539012738853503,always_alert
test,480,10.0,always_alert,actual_cost,0.8402093596059114,6496,1.0,-1.0,deterministic_policy,0.8539012738853503,always_alert
test,480,10.0,always_alert,alert_rate,1.0,6496,1.0,-1.0,deterministic_policy,0.8539012738853503,always_alert
validation,480,10.0,validation_constant,actual_cost,0.8539012738853503,2512,1.0,-1.0,validation_constant_selection,0.8539012738853503,always_alert
validation,480,10.0,validation_constant,alert_rate,1.0,2512,1.0,-1.0,validation_constant_selection,0.8539012738853503,always_alert
test,480,10.0,validation_constant,actual_cost,0.8402093596059114,6496,1.0,-1.0,validation_constant_selection,0.8539012738853503,always_alert
test,480,10.0,validation_constant,alert_rate,1.0,6496,1.0,-1.0,validation_constant_selection,0.8539012738853503,always_alert
validation,720,2.0,np008_full_rolling,actual_cost,0.2898089171974522,2512,0.020302547770700636,0.495,validation_only,0.2898089171974522,thresholded_forecast
validation,720,2.0,np008_full_rolling,alert_rate,0.020302547770700636,2512,0.020302547770700636,0.495,validation_only,0.2898089171974522,thresholded_forecast
test,720,2.0,np008_full_rolling,actual_cost,0.3158866995073892,6496,0.005541871921182266,0.495,validation_only,0.2898089171974522,thresholded_forecast
test,720,2.0,np008_full_rolling,alert_rate,0.005541871921182266,6496,0.005541871921182266,0.495,validation_only,0.2898089171974522,thresholded_forecast
validation,720,2.0,train_frequency,actual_cost,0.2921974522292994,2512,0.0,0.215,validation_only,0.2921974522292994,thresholded_train_frequency
validation,720,2.0,train_frequency,alert_rate,0.0,2512,0.0,0.215,validation_only,0.2921974522292994,thresholded_train_frequency
test,720,2.0,train_frequency,actual_cost,0.3195812807881773,6496,0.0,0.215,validation_only,0.2921974522292994,thresholded_train_frequency
test,720,2.0,train_frequency,alert_rate,0.0,6496,0.0,0.215,validation_only,0.2921974522292994,thresholded_train_frequency
validation,720,2.0,validation_frequency,actual_cost,0.2921974522292994,2512,0.0,0.15,validation_only,0.2921974522292994,thresholded_validation_frequency
validation,720,2.0,validation_frequency,alert_rate,0.0,2512,0.0,0.15,validation_only,0.2921974522292994,thresholded_validation_frequency
test,720,2.0,validation_frequency,actual_cost,0.3195812807881773,6496,0.0,0.15,validation_only,0.2921974522292994,thresholded_validation_frequency
test,720,2.0,validation_frequency,alert_rate,0.0,6496,0.0,0.15,validation_only,0.2921974522292994,thresholded_validation_frequency
validation,720,2.0,no_alert,actual_cost,0.2921974522292994,2512,0.0,-1.0,deterministic_policy,0.2921974522292994,no_alert
validation,720,2.0,no_alert,alert_rate,0.0,2512,0.0,-1.0,deterministic_policy,0.2921974522292994,no_alert
test,720,2.0,no_alert,actual_cost,0.3195812807881773,6496,0.0,-1.0,deterministic_policy,0.2921974522292994,no_alert
test,720,2.0,no_alert,alert_rate,0.0,6496,0.0,-1.0,deterministic_policy,0.2921974522292994,no_alert
validation,720,2.0,always_alert,actual_cost,0.8539012738853503,2512,1.0,-1.0,deterministic_policy,0.8539012738853503,always_alert
validation,720,2.0,always_alert,alert_rate,1.0,2512,1.0,-1.0,deterministic_policy,0.8539012738853503,always_alert
test,720,2.0,always_alert,actual_cost,0.8402093596059114,6496,1.0,-1.0,deterministic_policy,0.8539012738853503,always_alert
test,720,2.0,always_alert,alert_rate,1.0,6496,1.0,-1.0,deterministic_policy,0.8539012738853503,always_alert
validation,720,2.0,validation_constant,actual_cost,0.2921974522292994,2512,0.0,-1.0,validation_constant_selection,0.2921974522292994,no_alert
validation,720,2.0,validation_constant,alert_rate,0.0,2512,0.0,-1.0,validation_constant_selection,0.2921974522292994,no_alert
test,720,2.0,validation_constant,actual_cost,0.3195812807881773,6496,0.0,-1.0,validation_constant_selection,0.2921974522292994,no_alert
test,720,2.0,validation_constant,alert_rate,0.0,6496,0.0,-1.0,validation_constant_selection,0.2921974522292994,no_alert
validation,720,5.0,np008_full_rolling,actual_cost,0.6313694267515924,2512,0.4621815286624204,0.14,validation_only,0.6313694267515924,thresholded_forecast
validation,720,5.0,np008_full_rolling,alert_rate,0.4621815286624204,2512,0.4621815286624204,0.14,validation_only,0.6313694267515924,thresholded_forecast
test,720,5.0,np008_full_rolling,actual_cost,0.46351600985221675,6496,0.43673029556650245,0.14,validation_only,0.6313694267515924,thresholded_forecast
test,720,5.0,np008_full_rolling,alert_rate,0.43673029556650245,6496,0.43673029556650245,0.14,validation_only,0.6313694267515924,thresholded_forecast
validation,720,5.0,train_frequency,actual_cost,0.7304936305732485,2512,0.0,0.215,validation_only,0.7304936305732485,thresholded_train_frequency
validation,720,5.0,train_frequency,alert_rate,0.0,2512,0.0,0.215,validation_only,0.7304936305732485,thresholded_train_frequency
test,720,5.0,train_frequency,actual_cost,0.7989532019704434,6496,0.0,0.215,validation_only,0.7304936305732485,thresholded_train_frequency
test,720,5.0,train_frequency,alert_rate,0.0,6496,0.0,0.215,validation_only,0.7304936305732485,thresholded_train_frequency
validation,720,5.0,validation_frequency,actual_cost,0.7304936305732485,2512,0.0,0.15,validation_only,0.7304936305732485,thresholded_validation_frequency
validation,720,5.0,validation_frequency,alert_rate,0.0,2512,0.0,0.15,validation_only,0.7304936305732485,thresholded_validation_frequency
test,720,5.0,validation_frequency,actual_cost,0.7989532019704434,6496,0.0,0.15,validation_only,0.7304936305732485,thresholded_validation_frequency
test,720,5.0,validation_frequency,alert_rate,0.0,6496,0.0,0.15,validation_only,0.7304936305732485,thresholded_validation_frequency
validation,720,5.0,no_alert,actual_cost,0.7304936305732485,2512,0.0,-1.0,deterministic_policy,0.7304936305732485,no_alert
validation,720,5.0,no_alert,alert_rate,0.0,2512,0.0,-1.0,deterministic_policy,0.7304936305732485,no_alert
test,720,5.0,no_alert,actual_cost,0.7989532019704434,6496,0.0,-1.0,deterministic_policy,0.7304936305732485,no_alert
test,720,5.0,no_alert,alert_rate,0.0,6496,0.0,-1.0,deterministic_policy,0.7304936305732485,no_alert
validation,720,5.0,always_alert,actual_cost,0.8539012738853503,2512,1.0,-1.0,deterministic_policy,0.8539012738853503,always_alert
validation,720,5.0,always_alert,alert_rate,1.0,2512,1.0,-1.0,deterministic_policy,0.8539012738853503,always_alert
test,720,5.0,always_alert,actual_cost,0.8402093596059114,6496,1.0,-1.0,deterministic_policy,0.8539012738853503,always_alert
test,720,5.0,always_alert,alert_rate,1.0,6496,1.0,-1.0,deterministic_policy,0.8539012738853503,always_alert
validation,720,5.0,validation_constant,actual_cost,0.7304936305732485,2512,0.0,-1.0,validation_constant_selection,0.7304936305732485,no_alert
validation,720,5.0,validation_constant,alert_rate,0.0,2512,0.0,-1.0,validation_constant_selection,0.7304936305732485,no_alert
test,720,5.0,validation_constant,actual_cost,0.7989532019704434,6496,0.0,-1.0,validation_constant_selection,0.7304936305732485,no_alert
test,720,5.0,validation_constant,alert_rate,0.0,6496,0.0,-1.0,validation_constant_selection,0.7304936305732485,no_alert
validation,720,10.0,np008_full_rolling,actual_cost,0.7257165605095541,2512,0.7229299363057324,0.08,validation_only,0.7257165605095541,thresholded_forecast
validation,720,10.0,np008_full_rolling,alert_rate,0.7229299363057324,2512,0.7229299363057324,0.08,validation_only,0.7257165605095541,thresholded_forecast
test,720,10.0,np008_full_rolling,actual_cost,0.5835899014778325,6496,0.6722598522167488,0.08,validation_only,0.7257165605095541,thresholded_forecast
test,720,10.0,np008_full_rolling,alert_rate,0.6722598522167488,6496,0.6722598522167488,0.08,validation_only,0.7257165605095541,thresholded_forecast
validation,720,10.0,train_frequency,actual_cost,0.8539012738853503,2512,1.0,0.0,validation_only,0.8539012738853503,thresholded_train_frequency
validation,720,10.0,train_frequency,alert_rate,1.0,2512,1.0,0.0,validation_only,0.8539012738853503,thresholded_train_frequency
test,720,10.0,train_frequency,actual_cost,0.8402093596059114,6496,1.0,0.0,validation_only,0.8539012738853503,thresholded_train_frequency
test,720,10.0,train_frequency,alert_rate,1.0,6496,1.0,0.0,validation_only,0.8539012738853503,thresholded_train_frequency
validation,720,10.0,validation_frequency,actual_cost,0.8539012738853503,2512,1.0,0.0,validation_only,0.8539012738853503,thresholded_validation_frequency
validation,720,10.0,validation_frequency,alert_rate,1.0,2512,1.0,0.0,validation_only,0.8539012738853503,thresholded_validation_frequency
test,720,10.0,validation_frequency,actual_cost,0.8402093596059114,6496,1.0,0.0,validation_only,0.8539012738853503,thresholded_validation_frequency
test,720,10.0,validation_frequency,alert_rate,1.0,6496,1.0,0.0,validation_only,0.8539012738853503,thresholded_validation_frequency
validation,720,10.0,no_alert,actual_cost,1.460987261146497,2512,0.0,-1.0,deterministic_policy,1.460987261146497,no_alert
validation,720,10.0,no_alert,alert_rate,0.0,2512,0.0,-1.0,deterministic_policy,1.460987261146497,no_alert
test,720,10.0,no_alert,actual_cost,1.5979064039408868,6496,0.0,-1.0,deterministic_policy,1.460987261146497,no_alert
test,720,10.0,no_alert,alert_rate,0.0,6496,0.0,-1.0,deterministic_policy,1.460987261146497,no_alert
validation,720,10.0,always_alert,actual_cost,0.8539012738853503,2512,1.0,-1.0,deterministic_policy,0.8539012738853503,always_alert
validation,720,10.0,always_alert,alert_rate,1.0,2512,1.0,-1.0,deterministic_policy,0.8539012738853503,always_alert
test,720,10.0,always_alert,actual_cost,0.8402093596059114,6496,1.0,-1.0,deterministic_policy,0.8539012738853503,always_alert
test,720,10.0,always_alert,alert_rate,1.0,6496,1.0,-1.0,deterministic_policy,0.8539012738853503,always_alert
validation,720,10.0,validation_constant,actual_cost,0.8539012738853503,2512,1.0,-1.0,validation_constant_selection,0.8539012738853503,always_alert
validation,720,10.0,validation_constant,alert_rate,1.0,2512,1.0,-1.0,validation_constant_selection,0.8539012738853503,always_alert
test,720,10.0,validation_constant,actual_cost,0.8402093596059114,6496,1.0,-1.0,validation_constant_selection,0.8539012738853503,always_alert
test,720,10.0,validation_constant,alert_rate,1.0,6496,1.0,-1.0,validation_constant_selection,0.8539012738853503,always_alert
