bin_low,bin_high,n,mean_pred,obs_rate,abs_gap,package,lead_minutes,arm,target
0.7000000000000001,0.8,265,0.7507613130047618,0.5358490566037736,0.2149122564009882,np028,720,weather,downward
0.8,0.9,142,0.8266599559277832,0.5,0.3266599559277832,np028,720,weather,downward
0.0,0.1,1072,0.055567583056168816,0.14738805970149255,0.09182047664532372,np028,720,joint,return
0.1,0.2,1299,0.14840100894274086,0.14395688991531946,0.004444119027421395,np028,720,joint,return
0.2,0.30000000000000004,647,0.24392079490987964,0.3091190108191654,0.06519821590928573,np028,720,joint,return
0.30000000000000004,0.4,390,0.34705007297043705,0.26666666666666666,0.08038340630377039,np028,720,joint,return
0.4,0.5,296,0.4402205326957356,0.34459459459459457,0.095625938101141,np028,720,joint,return
0.5,0.6000000000000001,63,0.5326792788733141,0.5079365079365079,0.024742770936806213,np028,720,joint,return
0.6000000000000001,0.7000000000000001,5,0.6090331122241808,1.0,0.3909668877758192,np028,720,joint,return
0.0,0.1,381,0.05987969185975203,0.25984251968503935,0.19996282782528732,np028,720,joint,downward
0.1,0.2,551,0.1469117061386565,0.1705989110707804,0.023687204932123895,np028,720,joint,downward
0.2,0.30000000000000004,472,0.24966003093552147,0.2605932203389831,0.010933189403461607,np028,720,joint,downward
0.30000000000000004,0.4,480,0.35387613349476915,0.39791666666666664,0.04404053317189749,np028,720,joint,downward
0.4,0.5,480,0.455106830670861,0.28958333333333336,0.16552349733752764,np028,720,joint,downward
0.5,0.6000000000000001,615,0.545389413248714,0.46178861788617886,0.08360079536253517,np028,720,joint,downward
0.6000000000000001,0.7000000000000001,420,0.6459690928625418,0.48095238095238096,0.16501671191016082,np028,720,joint,downward
0.7000000000000001,0.8,280,0.7470482768790987,0.5214285714285715,0.22561970545052723,np028,720,joint,downward
0.8,0.9,93,0.8280132829091505,0.5376344086021505,0.29037887430700005,np028,720,joint,downward
0.0,0.1,4798,0.037065505664731865,0.020008336807002917,0.017057168857728948,np025,15,power,downward_arrival_le_60min
0.1,0.2,814,0.14504959826691652,0.12407862407862408,0.02097097418829244,np025,15,power,downward_arrival_le_60min
0.2,0.30000000000000004,570,0.24701057504136617,0.23157894736842105,0.01543162767294512,np025,15,power,downward_arrival_le_60min
0.30000000000000004,0.4,574,0.34634109499053806,0.3554006968641115,0.009059601873573464,np025,15,power,downward_arrival_le_60min
0.4,0.5,180,0.4458513089113017,0.4444444444444444,0.0014068644668572827,np025,15,power,downward_arrival_le_60min
0.5,0.6000000000000001,57,0.5267060361898561,0.5789473684210527,0.052241332231196536,np025,15,power,downward_arrival_le_60min
0.6000000000000001,0.7000000000000001,3,0.6308878403924604,0.6666666666666666,0.035778826274206255,np025,15,power,downward_arrival_le_60min
0.0,0.1,507,0.07894834093683295,0.023668639053254437,0.055279701883578516,np025,15,weather,downward_arrival_le_60min
0.1,0.2,4011,0.16047755926677496,0.09947643979057591,0.061001119476199045,np025,15,weather,downward_arrival_le_60min
0.2,0.30000000000000004,1673,0.23288175314508777,0.09085475194261805,0.14202700120246972,np025,15,weather,downward_arrival_le_60min
0.30000000000000004,0.4,502,0.34651935312172916,0.09760956175298804,0.2489097913687411,np025,15,weather,downward_arrival_le_60min
0.4,0.5,233,0.4404560407162988,0.11587982832618025,0.3245762123901185,np025,15,weather,downward_arrival_le_60min
0.5,0.6000000000000001,53,0.5321553862204785,0.1509433962264151,0.38121198999406347,np025,15,weather,downward_arrival_le_60min
0.6000000000000001,0.7000000000000001,17,0.6203564073840161,0.058823529411764705,0.5615328779722514,np025,15,weather,downward_arrival_le_60min
0.0,0.1,4820,0.03707296458390137,0.01929460580912863,0.01777835877477274,np025,15,joint,downward_arrival_le_60min
0.1,0.2,761,0.14531257779720963,0.10906701708278581,0.03624556071442382,np025,15,joint,downward_arrival_le_60min
